0.000000000000000000e+00,2.577835542632622712e-02
1.000000000000000000e+00,3.916437423095313619e-01
2.000000000000000000e+00,6.900488752295572681e-01
3.000000000000000000e+00,2.602195822183548390e-01
4.000000000000000000e+00,5.357158638438281884e-01
5.000000000000000000e+00,7.022328746721667736e-01
6.000000000000000000e+00,5.583636019430168185e-01
7.000000000000000000e+00,6.871597217768987687e-01
8.000000000000000000e+00,6.250439732391886993e-01
9.000000000000000000e+00,9.677939106267955394e-01
1.000000000000000000e+01,8.044854118308898405e-01
1.100000000000000000e+01,9.888519209897574935e-01
1.200000000000000000e+01,9.557328491707210993e-01
1.300000000000000000e+01,7.961375603961324821e-01
1.400000000000000000e+01,4.185974243633076020e-01
1.500000000000000000e+01,5.917809020239184203e-02
1.600000000000000000e+01,7.799270415682622026e-01
1.700000000000000000e+01,1.827912029171845365e-01
1.800000000000000000e+01,7.958309826253907593e-01
1.900000000000000000e+01,4.385101363110127659e-01
2.000000000000000000e+01,2.361976758281910671e-01
2.100000000000000000e+01,3.679143448878892109e-01
2.200000000000000000e+01,9.445436840536902690e-01
2.300000000000000000e+01,8.805618191912024662e-01
2.400000000000000000e+01,9.637220072530982007e-01
2.500000000000000000e+01,9.713770319252583718e-01
2.600000000000000000e+01,4.344592172195019808e-01
2.700000000000000000e+01,4.996884793190787821e-01
2.800000000000000000e+01,8.336947318635523629e-01
2.900000000000000000e+01,7.853808777862523183e-01
3.000000000000000000e+01,8.701199302024652527e-01
3.100000000000000000e+01,1.047007524647857180e-01
3.200000000000000000e+01,3.173428879641666533e-01
3.300000000000000000e+01,1.018530360263406598e-01
3.400000000000000000e+01,2.359527472421782957e-01
3.500000000000000000e+01,2.585113336324686983e-01
3.600000000000000000e+01,4.881602135377497431e-01
3.700000000000000000e+01,5.822530816742347293e-01
3.800000000000000000e+01,4.333687729920077114e-01
3.900000000000000000e+01,6.347713272069370749e-01
4.000000000000000000e+01,9.622069258806458247e-01
4.100000000000000000e+01,8.143204704684458006e-01
4.200000000000000000e+01,8.586080029581212303e-01
4.300000000000000000e+01,1.186949542356336984e-01
4.400000000000000000e+01,3.797665395331542015e-01
4.500000000000000000e+01,7.402909192950964945e-01
4.600000000000000000e+01,3.268846828200013821e-01
4.700000000000000000e+01,1.887081689417184904e-01
4.800000000000000000e+01,9.099944594592112024e-01
4.900000000000000000e+01,8.339781386700707566e-01
5.000000000000000000e+01,9.884264567786898992e-01
5.100000000000000000e+01,3.609677792090228987e-01
5.200000000000000000e+01,3.191805279001859175e-01
5.300000000000000000e+01,4.936559442436886380e-01
5.400000000000000000e+01,8.187095796955174976e-01
5.500000000000000000e+01,7.107149516636113162e-01
5.600000000000000000e+01,2.620271572854729891e-01
5.700000000000000000e+01,6.343964097818747261e-01
5.800000000000000000e+01,7.167517930294077244e-01
5.900000000000000000e+01,6.215475462920476701e-01
6.000000000000000000e+01,3.478662622891341982e-01
6.100000000000000000e+01,7.242544785390484519e-01
6.200000000000000000e+01,4.172148492078697757e-03
6.300000000000000000e+01,4.574731041671836751e-01
6.400000000000000000e+01,8.362098880969567327e-01
6.500000000000000000e+01,3.207634155696695855e-01
6.600000000000000000e+01,8.069436690883795560e-01
6.700000000000000000e+01,6.514809025571617340e-01
6.800000000000000000e+01,8.235626043375045002e-01
6.900000000000000000e+01,5.065137097338194838e-01
7.000000000000000000e+01,1.621862011341413945e-01
7.100000000000000000e+01,4.424467651018298975e-01
7.200000000000000000e+01,1.396813136962047341e-01
7.300000000000000000e+01,9.052336074240507902e-02
7.400000000000000000e+01,7.775342643448531765e-01
7.500000000000000000e+01,1.862628096313312387e-01
7.600000000000000000e+01,8.915982890828577645e-01
7.700000000000000000e+01,3.172769369671858408e-01
7.800000000000000000e+01,9.954987195049180837e-01
7.900000000000000000e+01,2.057811341123516602e-01
8.000000000000000000e+01,8.431754314626450642e-01
8.100000000000000000e+01,6.577301833874900083e-01
8.200000000000000000e+01,5.182758322600605760e-01
8.300000000000000000e+01,8.364753364448256345e-01
8.400000000000000000e+01,7.338374672434138102e-01
8.500000000000000000e+01,4.477535936606740208e-01
8.600000000000000000e+01,4.937125253783024581e-01
8.700000000000000000e+01,1.983579112102591413e-01
8.800000000000000000e+01,1.875533346817795932e-01
8.900000000000000000e+01,6.824226438880801604e-01
9.000000000000000000e+01,9.380368360425497265e-01
9.100000000000000000e+01,1.351611282857134722e-02
9.200000000000000000e+01,8.040640896930051351e-01
9.300000000000000000e+01,4.649578490943372389e-01
9.400000000000000000e+01,7.831673074604366125e-01
9.500000000000000000e+01,9.153615317104039084e-01
9.600000000000000000e+01,9.791718117215090222e-01
9.700000000000000000e+01,6.995233937375336941e-01
9.800000000000000000e+01,7.956825439946665357e-01
9.900000000000000000e+01,9.198471357003717985e-01
