0.000000000000000000e+00,-9.384599287768885523e-01
1.000000000000000000e+00,9.902516699793779964e-02
2.000000000000000000e+00,3.503180651392740486e-01
3.000000000000000000e+00,-4.875214631618710048e-01
4.000000000000000000e+00,-1.006671077600057806e+00
5.000000000000000000e+00,1.741021664850301853e+00
6.000000000000000000e+00,9.932497017673793671e-01
7.000000000000000000e+00,7.971102578036183550e-02
8.000000000000000000e+00,7.665753946092993543e-01
9.000000000000000000e+00,1.203399357172628692e+00
1.000000000000000000e+01,1.720858199567753877e+00
1.100000000000000000e+01,-7.135807621884979746e-01
1.200000000000000000e+01,3.696626811034697813e-01
1.300000000000000000e+01,-5.473351075079587735e-01
1.400000000000000000e+01,3.385784881300467619e-01
1.500000000000000000e+01,6.978981667944910150e-01
1.600000000000000000e+01,1.021070482536353685e+00
1.700000000000000000e+01,1.231032352208366820e+00
1.800000000000000000e+01,-3.339268176385809528e-01
1.900000000000000000e+01,-6.631670781039080698e-01
2.000000000000000000e+01,-1.352079495573855317e+00
2.100000000000000000e+01,-2.992131815947640661e-01
2.200000000000000000e+01,-3.282939872648236723e-01
2.300000000000000000e+01,-7.184436524983801586e-01
2.400000000000000000e+01,4.941598123487633831e-01
2.500000000000000000e+01,-6.227733233097801913e-01
2.600000000000000000e+01,6.759186159201586719e-01
2.700000000000000000e+01,1.694379870476226291e+00
2.800000000000000000e+01,1.134703449767684447e+00
2.900000000000000000e+01,-2.371596011096434697e+00
3.000000000000000000e+01,-6.434794970919233137e-01
3.100000000000000000e+01,-1.975851924611273236e-01
3.200000000000000000e+01,-2.261753055371419976e-02
3.300000000000000000e+01,-4.091745967470996059e-01
3.400000000000000000e+01,-5.661629570974869852e-01
3.500000000000000000e+01,7.698698671092791823e-01
3.600000000000000000e+01,-9.091614020886308323e-01
3.700000000000000000e+01,1.288046132443331437e+00
3.800000000000000000e+01,-5.452710989736404834e-02
3.900000000000000000e+01,-1.130080368587717876e+00
4.000000000000000000e+01,1.365419145835750303e+00
4.100000000000000000e+01,-9.110282760119400858e-02
4.200000000000000000e+01,-1.873493665910805461e+00
4.300000000000000000e+01,-7.179716176939503480e-01
4.400000000000000000e+01,-1.843580973413452950e+00
4.500000000000000000e+01,-8.449721084609625177e-02
4.600000000000000000e+01,1.453941476493201046e+00
4.700000000000000000e+01,8.549601058052100910e-01
4.800000000000000000e+01,1.136493245763510629e+00
4.900000000000000000e+01,-1.276350166593599456e+00
5.000000000000000000e+01,-1.103039840506286756e-01
5.100000000000000000e+01,7.177293098892109091e-01
5.200000000000000000e+01,-8.203743637609051120e-01
5.300000000000000000e+01,-8.644364338772424494e-01
5.400000000000000000e+01,1.677373992650765533e-01
5.500000000000000000e+01,1.216923894320825372e+00
5.600000000000000000e+01,-9.715725901787943819e-01
5.700000000000000000e+01,4.779921848886150015e-01
5.800000000000000000e+01,-5.506717099445460617e-01
5.900000000000000000e+01,4.317156945546131719e-01
6.000000000000000000e+01,-1.400212513043574691e-01
6.100000000000000000e+01,1.572096864607156474e+00
6.200000000000000000e+01,2.330690991383296551e-01
6.300000000000000000e+01,4.009616513112290725e-01
6.400000000000000000e+01,-2.081062130954481670e+00
6.500000000000000000e+01,-1.265876996668751087e+00
6.600000000000000000e+01,-2.992721810620275202e-01
6.700000000000000000e+01,5.492764347799753422e-01
6.800000000000000000e+01,-9.332260754791050772e-01
6.900000000000000000e+01,-6.191938866451498491e-01
7.000000000000000000e+01,-1.161690401335451872e+00
7.100000000000000000e+01,-2.934908704156707557e-02
7.200000000000000000e+01,5.367615003507211213e-01
7.300000000000000000e+01,1.181991942010023999e+00
7.400000000000000000e+01,1.405196726956622344e+00
7.500000000000000000e+01,5.751671564383245006e-01
7.600000000000000000e+01,-7.487967425963113488e-01
7.700000000000000000e+01,1.203493768189972668e+00
7.800000000000000000e+01,-1.211918185123255221e+00
7.900000000000000000e+01,8.793036038190960024e-01
8.000000000000000000e+01,1.920783079393922232e+00
8.100000000000000000e+01,-4.770651364470861466e-01
8.200000000000000000e+01,8.677213472810534345e-01
8.300000000000000000e+01,5.115483593853065170e-01
8.400000000000000000e+01,4.875571708259489045e-01
8.500000000000000000e+01,1.121343385429446338e+00
8.600000000000000000e+01,-1.765543079652111269e-01
8.700000000000000000e+01,-1.333039265067345047e+00
8.800000000000000000e+01,1.089274639056962535e+00
8.900000000000000000e+01,1.370343919872761163e+00
9.000000000000000000e+01,7.293404866565313949e-01
9.100000000000000000e+01,1.569297252048520164e-01
9.200000000000000000e+01,-5.015400619034510177e-01
9.300000000000000000e+01,-3.265092323277569153e-01
9.400000000000000000e+01,-6.506078455573066632e-02
9.500000000000000000e+01,2.124357247913470914e+00
9.600000000000000000e+01,8.796984003610407443e-01
9.700000000000000000e+01,-6.858745251728112780e-02
9.800000000000000000e+01,-3.897306567701208091e-01
9.900000000000000000e+01,9.347659137003216934e-01
